id,coords
130,46.515950:24.520174 46.516312:24.520238 46.516723:24.520164
131,46.516711:24.520150 46.516431:24.520692 46.516310:24.521452
132,46.515674:24.522718 46.516277:24.522067 46.516911:24.521735
133,46.516207:24.524020 46.516205:24.524692 46.515917:24.525512
134,46.516207:24.524020 46.516877:24.524006 46.517389:24.523789
135,46.515917:24.525512 46.516001:24.525900 46.516167:24.526287
136,46.516167:24.526287 46.516562:24.527211 46.516918:24.527986
137,46.516167:24.526287 46.516735:24.526334 46.517237:24.526315
138,46.516918:24.527986 46.517172:24.528065 46.517409:24.528162
139,46.515874:24.529086 46.516638:24.529221 46.517369:24.529277
140,46.515989:24.530407 46.516783:24.530563 46.517602:24.530732
141,46.515113:24.531520 46.515697:24.531973 46.516421:24.532518
142,46.515113:24.531520 46.516070:24.531191 46.517294:24.530801
143,46.516421:24.532518 46.516270:24.533567 46.516044:24.534777
144,46.516421:24.532518 46.516980:24.533163 46.517449:24.533633
145,46.516367:24.536323 46.515919:24.536514 46.515472:24.536798
146,46.516367:24.536323 46.517147:24.535547 46.517815:24.534861
147,46.515472:24.536798 46.516477:24.537350 46.517300:24.538047
148,46.515948:24.538541 46.516115:24.538559 46.516450:24.538358
149,46.515948:24.538541 46.516374:24.538528 46.516811:24.538571
150,46.516450:24.538358 46.516459:24.539291 46.516449:24.540218
151,46.516450:24.538358 46.517119:24.538931 46.517796:24.539511
152,46.516307:24.541502 46.516370:24.542886 46.516129:24.544016
153,46.516307:24.541502 46.516575:24.541910 46.516819:24.542134
154,46.516129:24.544016 46.516079:24.544294 46.516016:24.544869
155,46.516129:24.544016 46.516686:24.543755 46.517238:24.543850
156,46.516016:24.544869 46.516163:24.545467 46.516347:24.546151
157,46.516016:24.544869 46.516550:24.544748 46.517124:24.544695
158,46.516347:24.546151 46.516294:24.547106 46.516037:24.548081
159,46.516347:24.546151 46.516565:24.546044 46.516780:24.545925
160,46.516037:24.548081 46.516179:24.548282 46.516435:24.548563
161,46.516435:24.548563 46.516862:24.549160 46.517029:24.549484
162,46.517029:24.549484 46.516658:24.550340 46.516388:24.551185
163,46.517029:24.549484 46.517558:24.550023 46.518069:24.550513
164,46.516388:24.551185 46.516217:24.552197 46.516114:24.552926
165,46.516388:24.551185 46.516907:24.550599 46.517359:24.550138
166,46.516114:24.552926 46.516268:24.553580 46.516146:24.554200
167,46.516114:24.552926 46.516661:24.553007 46.517353:24.552825
168,46.516146:24.554200 46.515873:24.554423 46.515533:24.554538
169,46.515533:24.554538 46.515959:24.555261 46.516283:24.556088
170,46.515533:24.554538 46.516353:24.555074 46.517112:24.555452
171,46.516283:24.556088 46.516304:24.556522 46.516455:24.556987
172,46.515708:24.557165 46.516021:24.558325 46.516511:24.559466
173,46.515708:24.557165 46.516606:24.557289 46.517249:24.557510
174,46.516511:24.559466 46.516554:24.559735 46.516583:24.560013
175,46.516511:24.559466 46.517043:24.559796 46.517600:24.559945
176,46.516583:24.560013 46.516319:24.560525 46.516068:24.561226
177,46.516583:24.560013 46.516569:24.560068 46.516645:24.560135
178,46.516068:24.561226 46.516326:24.562462 46.516336:24.563759
179,46.516068:24.561226 46.516675:24.561453 46.517238:24.561822
180,46.516336:24.563759 46.515937:24.564311 46.515756:24.565050
181,46.516336:24.563759 46.516761:24.563150 46.516996:24.562605
182,46.515756:24.565050 46.516796:24.564922 46.517878:24.564815
183,46.516414:24.565572 46.515852:24.566616 46.515378:24.567590
184,46.516414:24.565572 46.516591:24.565246 46.516718:24.565047
185,46.515378:24.567590 46.515730:24.567765 46.516034:24.567990
186,46.515378:24.567590 46.516680:24.567546 46.517732:24.567402
187,46.516034:24.567990 46.516042:24.568816 46.516208:24.569750
188,46.516034:24.567990 46.516952:24.568344 46.517773:24.568625
189,46.516208:24.569750 46.516329:24.569977 46.516592:24.570411
190,46.516208:24.569750 46.516438:24.569879 46.516830:24.569683
191,46.516592:24.570411 46.516470:24.571468 46.516465:24.572843
192,46.516592:24.570411 46.516466:24.570467 46.516380:24.570533
193,46.516465:24.572843 46.516683:24.572589 46.517115:24.572409
194,46.516576:24.573397 46.516212:24.574345 46.515807:24.575241
195,46.516576:24.573397 46.516806:24.573459 46.516881:24.573422
196,46.515807:24.575241 46.516020:24.575714 46.516108:24.576143
197,46.515807:24.575241 46.516496:24.575070 46.517296:24.574952
198,46.516108:24.576143 46.516666:24.576213 46.517359:24.576181
199,46.516566:24.577273 46.515885:24.577791 46.515264:24.578521
200,46.516566:24.577273 46.516796:24.577465 46.517022:24.577746
201,46.515264:24.578521 46.515306:24.579476 46.515419:24.580368
202,46.515264:24.578521 46.516135:24.578430 46.517153:24.578324
203,46.515419:24.580368 46.516147:24.580054 46.516917:24.580000
204,46.516179:24.581029 46.515967:24.581871 46.516064:24.582983
205,46.516179:24.581029 46.516543:24.581153 46.517097:24.581375
206,46.516064:24.582983 46.516097:24.583787 46.516095:24.584510
207,46.516064:24.582983 46.516568:24.582854 46.517135:24.582688
208,46.516095:24.584510 46.516108:24.585157 46.516046:24.585686
209,46.516095:24.584510 46.516606:24.583768 46.517089:24.583347
210,46.516046:24.585686 46.516811:24.585703 46.517283:24.585692
211,46.516590:24.587246 46.516157:24.587714 46.515833:24.588222
212,46.516590:24.587246 46.516979:24.586843 46.517288:24.586437
213,46.515833:24.588222 46.515656:24.588476 46.515411:24.588643
214,46.515833:24.588222 46.516525:24.587717 46.517292:24.587392
215,46.515411:24.588643 46.515936:24.588999 46.516472:24.589157
216,46.515381:24.590916 46.515414:24.591251 46.515637:24.591733
217,46.515381:24.590916 46.516019:24.590775 46.516810:24.590768
218,46.515637:24.591733 46.515714:24.592265 46.516001:24.593031
219,46.515637:24.591733 46.516118:24.591140 46.516756:24.590556
220,46.516001:24.593031 46.515875:24.593743 46.515861:24.594453
221,46.516001:24.593031 46.516420:24.593375 46.516772:24.593754
222,46.515861:24.594453 46.516295:24.594940 46.516695:24.595672
223,46.515861:24.594453 46.516565:24.594258 46.517002:24.593732
224,46.516695:24.595672 46.516746:24.595975 46.516868:24.595887
225,46.516254:24.597407 46.516729:24.597107 46.517309:24.597036
226,46.515999:24.597694 46.515910:24.598772 46.515873:24.600048
227,46.515999:24.597694 46.516891:24.598314 46.517655:24.598579
228,46.515873:24.600048 46.516517:24.599850 46.517128:24.599834
229,46.515492:24.600601 46.515808:24.601608 46.516420:24.602531
230,46.515492:24.600601 46.516587:24.601051 46.517715:24.601307
231,46.516420:24.602531 46.516986:24.602236 46.517494:24.601687
232,46.516070:24.603841 46.516084:24.604099 46.516126:24.604252
233,46.516126:24.604252 46.515817:24.604983 46.515520:24.605799
234,46.516126:24.604252 46.516592:24.604768 46.517032:24.605264
235,46.515520:24.605799 46.516113:24.606494 46.516391:24.607137
236,46.515520:24.605799 46.516412:24.606190 46.517344:24.606496
237,46.516391:24.607137 46.516100:24.607919 46.515752:24.608349
238,46.515752:24.608349 46.515616:24.609163 46.515532:24.609947
239,46.515752:24.608349 46.516739:24.608368 46.517570:24.608599
240,46.515532:24.609947 46.516244:24.610614 46.517167:24.611168
241,46.516723:24.520164 46.516512:24.520802 46.516310:24.521452
242,46.516723:24.520164 46.517232:24.520263 46.518083:24.520393
243,46.516310:24.521452 46.516572:24.521597 46.516911:24.521735
244,46.516310:24.521452 46.517508:24.521292 46.518547:24.521307
245,46.516911:24.521735 46.517130:24.522813 46.517389:24.523789
246,46.516911:24.521735 46.517363:24.522204 46.517795:24.522693
247,46.517389:24.523789 46.517972:24.524131 46.518329:24.524421
248,46.517237:24.526315 46.517300:24.527364 46.517409:24.528162
249,46.517237:24.526315 46.517810:24.526496 46.518502:24.526765
250,46.517409:24.528162 46.517849:24.527968 46.518276:24.527851
251,46.517369:24.529277 46.517532:24.529935 46.517602:24.530732
252,46.517369:24.529277 46.517853:24.529300 46.518118:24.529439
253,46.517294:24.530801 46.517257:24.532259 46.517449:24.533633
254,46.517294:24.530801 46.517727:24.530950 46.518205:24.531080
255,46.517449:24.533633 46.517710:24.532855 46.518051:24.532140
256,46.517032:24.534137 46.517366:24.534252 46.517815:24.534861
257,46.517032:24.534137 46.517465:24.534226 46.517964:24.534604
258,46.517815:24.534861 46.517555:24.536387 46.517300:24.538047
259,46.517300:24.538047 46.517019:24.538467 46.516811:24.538571
260,46.516811:24.538571 46.517456:24.538935 46.517796:24.539511
261,46.516811:24.538571 46.517920:24.538568 46.518843:24.538493
262,46.517796:24.539511 46.517551:24.540552 46.517332:24.541276
263,46.517796:24.539511 46.518143:24.539327 46.518586:24.539168
264,46.517332:24.541276 46.517825:24.540719 46.518139:24.540051
265,46.516819:24.542134 46.517068:24.542946 46.517238:24.543850
266,46.516819:24.542134 46.517615:24.542364 46.518477:24.542595
267,46.517238:24.543850 46.517316:24.544223 46.517124:24.544695
268,46.517238:24.543850 46.517443:24.543665 46.517539:24.543455
269,46.517124:24.544695 46.516896:24.545502 46.516780:24.545925
270,46.517124:24.544695 46.517728:24.544144 46.518424:24.543990
271,46.516780:24.545925 46.517021:24.546936 46.517448:24.547437
272,46.516780:24.545925 46.517322:24.545685 46.517564:24.545608
273,46.517448:24.547437 46.517234:24.547936 46.516837:24.548317
274,46.517448:24.547437 46.517768:24.547024 46.517983:24.546760
275,46.516837:24.548317 46.517555:24.548487 46.518214:24.548808
276,46.518069:24.550513 46.517659:24.550406 46.517359:24.550138
277,46.518069:24.550513 46.518279:24.550443 46.518425:24.550316
278,46.517359:24.550138 46.517459:24.551612 46.517353:24.552825
279,46.517359:24.550138 46.518019:24.550988 46.518729:24.551828
280,46.517353:24.552825 46.517518:24.553466 46.517725:24.554106
281,46.517353:24.552825 46.517543:24.552508 46.517744:24.552381
282,46.517725:24.554106 46.517482:24.554897 46.517112:24.555452
283,46.517725:24.554106 46.517752:24.553880 46.517832:24.553429
284,46.517112:24.555452 46.516758:24.556138 46.516455:24.556987
285,46.517112:24.555452 46.517680:24.555490 46.518175:24.555220
286,46.516455:24.556987 46.516837:24.557318 46.517249:24.557510
287,46.517249:24.557510 46.517377:24.558653 46.517600:24.559945
288,46.517600:24.559945 46.517242:24.560086 46.516645:24.560135
289,46.517600:24.559945 46.517863:24.559522 46.518134:24.558990
290,46.516645:24.560135 46.516889:24.561076 46.517238:24.561822
291,46.517238:24.561822 46.517092:24.562295 46.516996:24.562605
292,46.516996:24.562605 46.517428:24.563558 46.517878:24.564815
293,46.516996:24.562605 46.517539:24.562759 46.518173:24.562741
294,46.517878:24.564815 46.517316:24.564885 46.516718:24.565047
295,46.517878:24.564815 46.517937:24.563982 46.518142:24.563123
296,46.516718:24.565047 46.517247:24.566465 46.517732:24.567402
297,46.516718:24.565047 46.517256:24.565393 46.517860:24.565669
298,46.517732:24.567402 46.517686:24.567872 46.517773:24.568625
299,46.517732:24.567402 46.517651:24.567375 46.517677:24.567046
300,46.517773:24.568625 46.517978:24.568190 46.518255:24.567641
301,46.516830:24.569683 46.516457:24.570116 46.516380:24.570533
302,46.516830:24.569683 46.517511:24.569552 46.518116:24.569424
303,46.517115:24.572409 46.516949:24.572981 46.516881:24.573422
304,46.517115:24.572409 46.517719:24.572052 46.518191:24.571791
305,46.516881:24.573422 46.517098:24.574080 46.517296:24.574952
306,46.516881:24.573422 46.517621:24.573362 46.518153:24.573449
307,46.517296:24.574952 46.518019:24.574812 46.518460:24.574915
308,46.517359:24.576181 46.517150:24.576958 46.517022:24.577746
309,46.517359:24.576181 46.517652:24.575790 46.517950:24.575477
310,46.517022:24.577746 46.517057:24.577947 46.517153:24.578324
311,46.517022:24.577746 46.517473:24.577435 46.518073:24.577058
312,46.517153:24.578324 46.517065:24.579113 46.516917:24.580000
313,46.517153:24.578324 46.517430:24.578546 46.517814:24.578643
314,46.516917:24.580000 46.517033:24.580741 46.517097:24.581375
315,46.516917:24.580000 46.517448:24.579937 46.518032:24.580047
316,46.517097:24.581375 46.516974:24.582145 46.517135:24.582688
317,46.517135:24.582688 46.518190:24.582640 46.519017:24.582464
318,46.517089:24.583347 46.517804:24.583486 46.518589:24.583968
319,46.517283:24.585692 46.517310:24.586016 46.517288:24.586437
320,46.517283:24.585692 46.517905:24.584814 46.518594:24.584148
321,46.517288:24.586437 46.517331:24.586928 46.517292:24.587392
322,46.517288:24.586437 46.517521:24.586543 46.517940:24.586633
323,46.517292:24.587392 46.516738:24.588221 46.516472:24.589157
324,46.517292:24.587392 46.517869:24.588092 46.518414:24.588878
325,46.516472:24.589157 46.516606:24.590040 46.516810:24.590768
326,46.516472:24.589157 46.517454:24.589511 46.518316:24.589706
327,46.516810:24.590768 46.516710:24.590808 46.516756:24.590556
328,46.516810:24.590768 46.517609:24.590776 46.518472:24.590861
329,46.516756:24.590556 46.516755:24.592184 46.516772:24.593754
330,46.516756:24.590556 46.517574:24.591097 46.518382:24.591669
331,46.516772:24.593754 46.516837:24.593760 46.517002:24.593732
332,46.517002:24.593732 46.516911:24.594844 46.516868:24.595887
333,46.517002:24.593732 46.517844:24.593807 46.518617:24.593890
334,46.516868:24.595887 46.517197:24.596362 46.517309:24.597036
335,46.516868:24.595887 46.517528:24.596295 46.518291:24.596607
336,46.517309:24.597036 46.517512:24.597927 46.517655:24.598579
337,46.517309:24.597036 46.517743:24.597087 46.518125:24.596965
338,46.517655:24.598579 46.517326:24.599170 46.517128:24.599834
339,46.517655:24.598579 46.518194:24.598457 46.518610:24.598273
340,46.517128:24.599834 46.517460:24.600656 46.517715:24.601307
341,46.517128:24.599834 46.517592:24.599781 46.517921:24.599681
342,46.517715:24.601307 46.517575:24.601448 46.517494:24.601687
343,46.517715:24.601307 46.518115:24.601208 46.518407:24.601189
344,46.517494:24.601687 46.517339:24.602782 46.517084:24.603807
345,46.517494:24.601687 46.517636:24.602362 46.517933:24.602963
346,46.517084:24.603807 46.517008:24.604582 46.517032:24.605264
347,46.517084:24.603807 46.517794:24.603584 46.518787:24.603486
348,46.517032:24.605264 46.517206:24.605879 46.517344:24.606496
349,46.517032:24.605264 46.517689:24.604989 46.518297:24.604590
350,46.517344:24.606496 46.517169:24.607411 46.517061:24.608537
351,46.517344:24.606496 46.518039:24.606059 46.518698:24.605770
352,46.517061:24.608537 46.517431:24.608579 46.517570:24.608599
353,46.517570:24.608599 46.517412:24.609910 46.517167:24.611168
354,46.517167:24.611168 46.517922:24.610579 46.518670:24.609995
355,46.518083:24.520393 46.518192:24.520990 46.518547:24.521307
356,46.518083:24.520393 46.518614:24.520430 46.519034:24.520365
357,46.518547:24.521307 46.518039:24.522056 46.517795:24.522693
358,46.517795:24.522693 46.518027:24.523694 46.518329:24.524421
359,46.518329:24.524421 46.518375:24.524789 46.518477:24.525228
360,46.518329:24.524421 46.518668:24.524574 46.519089:24.524941
361,46.518477:24.525228 46.518466:24.525946 46.518502:24.526765
362,46.518477:24.525228 46.518840:24.525287 46.519272:24.525571
363,46.518502:24.526765 46.518388:24.527324 46.518276:24.527851
364,46.518502:24.526765 46.518700:24.526596 46.519045:24.526502
365,46.518276:24.527851 46.518503:24.528188 46.518659:24.528630
366,46.518118:24.529439 46.517937:24.529867 46.517834:24.530152
367,46.518118:24.529439 46.518948:24.529008 46.519749:24.528584
368,46.517834:24.530152 46.517934:24.530686 46.518205:24.531080
369,46.518205:24.531080 46.518095:24.531530 46.518051:24.532140
370,46.518205:24.531080 46.518965:24.531281 46.519683:24.531532
371,46.518051:24.532140 46.517978:24.533358 46.517964:24.534604
372,46.518051:24.532140 46.518614:24.532535 46.519250:24.532903
373,46.517964:24.534604 46.518238:24.535047 46.518402:24.535628
374,46.517964:24.534604 46.518538:24.534195 46.519229:24.533858
375,46.518402:24.535628 46.518238:24.536080 46.518122:24.536319
376,46.518402:24.535628 46.518858:24.535333 46.519280:24.535005
377,46.518122:24.536319 46.518495:24.537460 46.518843:24.538493
378,46.518122:24.536319 46.518604:24.536637 46.519246:24.537095
379,46.518843:24.538493 46.518711:24.538712 46.518586:24.539168
380,46.518843:24.538493 46.519245:24.538280 46.519435:24.538157
381,46.518586:24.539168 46.518807:24.539402 46.518955:24.539637
382,46.518139:24.540051 46.518327:24.541339 46.518477:24.542595
383,46.518477:24.542595 46.518032:24.543097 46.517539:24.543455
384,46.518477:24.542595 46.519096:24.542297 46.519540:24.542122
385,46.517539:24.543455 46.517996:24.543713 46.518424:24.543990
386,46.517539:24.543455 46.518334:24.543186 46.519106:24.543162
387,46.518424:24.543990 46.517992:24.544715 46.517564:24.545608
388,46.518424:24.543990 46.518666:24.544257 46.518943:24.544624
389,46.517564:24.545608 46.518515:24.545994 46.519374:24.546319
390,46.517983:24.546760 46.518140:24.547725 46.518214:24.548808
391,46.517983:24.546760 46.518699:24.547599 46.519470:24.548336
392,46.518214:24.548808 46.518668:24.548795 46.519024:24.548701
393,46.518425:24.550316 46.519322:24.549804 46.520249:24.549160
394,46.518729:24.551828 46.518211:24.552057 46.517744:24.552381
395,46.518729:24.551828 46.518889:24.551436 46.519089:24.551381
396,46.517744:24.552381 46.518511:24.552587 46.519325:24.552792
397,46.517832:24.553429 46.517894:24.554406 46.518175:24.555220
398,46.517832:24.553429 46.518540:24.553681 46.519188:24.554078
399,46.518175:24.555220 46.518326:24.555537 46.518375:24.555808
400,46.518175:24.555220 46.518719:24.555345 46.519290:24.555565
401,46.518375:24.555808 46.518523:24.556015 46.518609:24.556123
402,46.517770:24.557816 46.518047:24.558303 46.518134:24.558990
403,46.517770:24.557816 46.518571:24.557584 46.519270:24.557362
404,46.518134:24.558990 46.518536:24.559151 46.518906:24.559413
405,46.518181:24.560093 46.518331:24.561103 46.518449:24.561899
406,46.518181:24.560093 46.518618:24.560341 46.519044:24.560720
407,46.518449:24.561899 46.518299:24.562330 46.518173:24.562741
408,46.518449:24.561899 46.519011:24.561720 46.519532:24.561877
409,46.518173:24.562741 46.518776:24.562834 46.519449:24.562996
410,46.518142:24.563123 46.518031:24.564376 46.517860:24.565669
411,46.517860:24.565669 46.517831:24.566268 46.517677:24.567046
412,46.517860:24.565669 46.518768:24.565523 46.519430:24.565414
413,46.517677:24.567046 46.518038:24.567371 46.518255:24.567641
414,46.517677:24.567046 46.518368:24.567406 46.519236:24.567294
415,46.518255:24.567641 46.518597:24.568094 46.518964:24.568549
416,46.518116:24.569424 46.518983:24.569350 46.519923:24.569316
417,46.518364:24.571145 46.518290:24.571377 46.518191:24.571791
418,46.518364:24.571145 46.518914:24.570822 46.519322:24.570802
419,46.518191:24.571791 46.518139:24.572683 46.518153:24.573449
420,46.518191:24.571791 46.519030:24.572127 46.519810:24.572316
421,46.518153:24.573449 46.518233:24.574171 46.518460:24.574915
422,46.518153:24.573449 46.518930:24.573354 46.519585:24.573168
423,46.518460:24.574915 46.518304:24.575409 46.517950:24.575477
424,46.518460:24.574915 46.518906:24.574997 46.519266:24.574778
425,46.517950:24.575477 46.517952:24.576391 46.518073:24.577058
426,46.517950:24.575477 46.518274:24.576123 46.518650:24.576735
427,46.518073:24.577058 46.517862:24.577922 46.517814:24.578643
428,46.518073:24.577058 46.518872:24.576964 46.519586:24.576604
429,46.517814:24.578643 46.517938:24.579311 46.518032:24.580047
430,46.517814:24.578643 46.518714:24.578634 46.519532:24.578637
431,46.518032:24.580047 46.518284:24.580581 46.518387:24.581118
432,46.518032:24.580047 46.518702:24.580120 46.519428:24.580165
433,46.518387:24.581118 46.518749:24.581731 46.519017:24.582464
434,46.519017:24.582464 46.518908:24.583376 46.518589:24.583968
435,46.518589:24.583968 46.518601:24.583896 46.518594:24.584148
436,46.518589:24.583968 46.518703:24.583688 46.518913:24.583301
